grid_lat,grid_lon,n_species_baseline,n_species_recent,richness_change,richness_ratio,climate_departure
40.5,-1.75,10.0,5.0,-5.0,0.5,0.10333333333333333
40.5,-1.5,10.0,2.0,-8.0,0.2,0.11
40.5,-1.25,6.0,0.0,-6.0,0.0,0.11
40.5,-1.0,11.0,0.0,-11.0,0.0,0.10666666666666667
40.5,-0.75,7.0,4.0,-3.0,0.5714285714285714,0.1
40.5,-0.5,12.0,3.0,-9.0,0.25,0.11333333333333333
40.5,-0.25,4.0,7.0,3.0,1.75,0.11333333333333333
40.5,-0.0,0.0,2.0,2.0,,0.11333333333333333
40.5,0.25,0.0,2.0,2.0,,0.12
40.5,0.5,0.0,1.0,1.0,,0.09666666666666666
40.75,-8.75,0.0,3.0,3.0,,0.03333333333333333
40.75,-8.5,0.0,5.0,5.0,,0.023333333333333334
40.75,-8.25,2.0,7.0,5.0,3.5,0.016666666666666666
40.75,-8.0,0.0,5.0,5.0,,0.016666666666666666
40.75,-7.75,0.0,5.0,5.0,,0.023333333333333334
40.75,-7.5,0.0,4.0,4.0,,0.03
40.75,-7.25,0.0,1.0,1.0,,0.023333333333333334
40.75,-6.75,1.0,0.0,-1.0,0.0,0.04
40.75,-6.0,3.0,0.0,-3.0,0.0,0.043333333333333335
40.75,-4.75,4.0,2.0,-2.0,0.5,0.056666666666666664
40.75,-4.25,6.0,6.0,0.0,1.0,0.05
40.75,-4.0,12.0,10.0,-2.0,0.8333333333333334,0.056666666666666664
40.75,-3.75,8.0,7.0,-1.0,0.875,0.07666666666666666
40.75,-3.5,0.0,1.0,1.0,,0.09
40.75,-3.25,0.0,1.0,1.0,,0.09333333333333334
40.75,-2.75,2.0,2.0,0.0,1.0,0.10666666666666667
40.75,-2.5,0.0,3.0,3.0,,0.10666666666666667
40.75,-2.25,0.0,1.0,1.0,,0.09666666666666666
40.75,-2.0,8.0,1.0,-7.0,0.125,0.09333333333333334
40.75,-1.75,8.0,3.0,-5.0,0.375,0.1
40.75,-1.25,5.0,5.0,0.0,1.0,0.10666666666666667
40.75,-1.0,4.0,0.0,-4.0,0.0,0.10666666666666667
40.75,-0.75,9.0,0.0,-9.0,0.0,0.10666666666666667
40.75,-0.5,1.0,1.0,0.0,1.0,0.1
40.75,-0.25,0.0,3.0,3.0,,0.10333333333333333
40.75,-0.0,1.0,4.0,3.0,4.0,0.11666666666666667
40.75,0.25,0.0,4.0,4.0,,0.11333333333333333
40.75,0.5,0.0,1.0,1.0,,0.12
41.0,-8.75,0.0,4.0,4.0,,0.03666666666666667
41.0,-8.5,1.0,5.0,4.0,5.0,0.023333333333333334
41.0,-8.25,1.0,5.0,4.0,5.0,0.02
41.0,-8.0,0.0,4.0,4.0,,0.02
41.0,-7.75,0.0,2.0,2.0,,0.03333333333333333
41.0,-7.0,1.0,1.0,0.0,1.0,0.03333333333333333
41.0,-6.75,0.0,1.0,1.0,,0.03666666666666667
41.0,-6.0,0.0,1.0,1.0,,0.043333333333333335
41.0,-5.75,7.0,3.0,-4.0,0.42857142857142855,0.043333333333333335
41.0,-5.5,3.0,2.0,-1.0,0.6666666666666666,0.056666666666666664
41.0,-5.25,1.0,0.0,-1.0,0.0,0.056666666666666664
41.0,-4.75,0.0,1.0,1.0,,0.05
41.0,-4.5,1.0,0.0,-1.0,0.0,0.05
41.0,-4.25,1.0,2.0,1.0,2.0,0.056666666666666664
41.0,-4.0,2.0,6.0,4.0,3.0,0.06
41.0,-3.75,9.0,6.0,-3.0,0.6666666666666666,0.08333333333333333
41.0,-3.5,4.0,4.0,0.0,1.0,0.09
41.0,-3.25,1.0,1.0,0.0,1.0,0.09333333333333334
41.0,-3.0,1.0,0.0,-1.0,0.0,0.1
41.0,-2.75,2.0,1.0,-1.0,0.5,0.10666666666666667
41.0,-2.5,4.0,1.0,-3.0,0.25,0.1
41.0,-2.25,2.0,1.0,-1.0,0.5,0.09666666666666666
41.0,-2.0,0.0,1.0,1.0,,0.09333333333333334
41.0,-1.75,0.0,1.0,1.0,,0.08
41.0,-1.5,0.0,2.0,2.0,,0.08
41.0,-1.25,3.0,0.0,-3.0,0.0,0.09333333333333334
41.0,-1.0,1.0,0.0,-1.0,0.0,0.10666666666666667
41.0,-0.25,0.0,1.0,1.0,,0.10666666666666667
41.0,0.25,0.0,3.0,3.0,,0.11333333333333333
41.0,0.5,0.0,1.0,1.0,,0.12
41.0,0.75,1.0,2.0,1.0,2.0,0.11
41.0,1.0,0.0,1.0,1.0,,0.09
41.0,1.25,1.0,2.0,1.0,2.0,0.08
41.0,1.5,0.0,1.0,1.0,,0.08
41.25,-8.75,2.0,7.0,5.0,3.5,0.03666666666666667
41.25,-8.5,0.0,6.0,6.0,,0.03
41.25,-8.25,0.0,4.0,4.0,,0.023333333333333334
41.25,-8.0,1.0,4.0,3.0,4.0,0.02666666666666667
41.25,-7.75,2.0,4.0,2.0,2.0,0.03666666666666667
41.25,-7.5,0.0,2.0,2.0,,0.03333333333333333
41.25,-7.25,1.0,1.0,0.0,1.0,0.02666666666666667
41.25,-7.0,0.0,2.0,2.0,,0.02666666666666667
41.25,-6.25,1.0,0.0,-1.0,0.0,0.04666666666666667
41.25,-6.0,4.0,0.0,-4.0,0.0,0.043333333333333335
41.25,-5.75,0.0,1.0,1.0,,0.043333333333333335
41.25,-4.5,0.0,4.0,4.0,,0.056666666666666664
41.25,-4.0,6.0,0.0,-6.0,0.0,0.07
41.25,-3.75,1.0,1.0,0.0,1.0,0.08666666666666667
41.25,-3.5,9.0,6.0,-3.0,0.6666666666666666,0.09333333333333334
41.25,-3.25,2.0,2.0,0.0,1.0,0.1
41.25,-3.0,1.0,1.0,0.0,1.0,0.11333333333333333
41.25,-2.75,3.0,1.0,-2.0,0.3333333333333333,0.11333333333333333
41.25,-2.5,1.0,0.0,-1.0,0.0,0.11
41.25,-2.25,1.0,0.0,-1.0,0.0,0.1
41.25,-1.75,0.0,1.0,1.0,,0.09
41.25,-1.5,0.0,1.0,1.0,,0.08
41.25,-1.25,2.0,1.0,-1.0,0.5,0.08
41.25,0.5,0.0,1.0,1.0,,0.11333333333333333
41.25,0.75,1.0,2.0,1.0,2.0,0.11333333333333333
41.25,1.0,0.0,5.0,5.0,,0.1
41.25,1.25,1.0,2.0,1.0,2.0,0.09666666666666666
41.25,1.5,0.0,4.0,4.0,,0.09
41.25,1.75,0.0,2.0,2.0,,0.08666666666666667
41.25,2.0,1.0,5.0,4.0,5.0,0.09666666666666666
41.25,2.25,1.0,3.0,2.0,3.0,0.07666666666666666
41.5,-8.75,1.0,3.0,2.0,3.0,0.04
41.5,-8.5,1.0,4.0,3.0,4.0,0.03
41.5,-8.25,1.0,6.0,5.0,6.0,0.02666666666666667
41.5,-8.0,0.0,6.0,6.0,,0.03666666666666667
41.5,-7.75,0.0,5.0,5.0,,0.03666666666666667
41.5,-7.5,0.0,1.0,1.0,,0.05
41.5,-7.25,0.0,2.0,2.0,,0.03666666666666667
41.5,-7.0,0.0,2.0,2.0,,0.03666666666666667
41.5,-6.75,0.0,2.0,2.0,,0.03666666666666667
41.5,-6.5,0.0,2.0,2.0,,0.04666666666666667
41.5,-6.25,0.0,1.0,1.0,,0.04666666666666667
41.5,-6.0,1.0,0.0,-1.0,0.0,0.043333333333333335
41.5,-5.75,0.0,0.0,0.0,,0.04666666666666667
41.5,-5.25,2.0,0.0,-2.0,0.0,0.05333333333333334
41.5,-4.75,1.0,1.0,0.0,1.0,0.07
41.5,-4.5,2.0,1.0,-1.0,0.5,0.08
41.5,-4.25,1.0,0.0,-1.0,0.0,0.09333333333333334
41.5,-4.0,1.0,0.0,-1.0,0.0,0.09333333333333334
41.5,-3.75,2.0,0.0,-2.0,0.0,0.09333333333333334
41.5,-3.5,0.0,1.0,1.0,,0.09333333333333334
41.5,-3.25,0.0,5.0,5.0,,0.10666666666666667
41.5,-2.75,0.0,1.0,1.0,,0.12333333333333334
41.5,-2.5,0.0,2.0,2.0,,0.12
41.5,-1.0,1.0,1.0,0.0,1.0,0.08666666666666667
41.5,-0.5,2.0,0.0,-2.0,0.0,0.1
41.5,-0.25,0.0,1.0,1.0,,0.10666666666666667
41.5,-0.0,0.0,1.0,1.0,,0.11333333333333333
41.5,0.25,0.0,1.0,1.0,,0.11
41.5,0.5,2.0,1.0,-1.0,0.5,0.11
41.5,0.75,0.0,2.0,2.0,,0.11333333333333333
41.5,1.0,0.0,2.0,2.0,,0.12
41.5,1.25,3.0,3.0,0.0,1.0,0.12
41.5,1.5,1.0,3.0,2.0,3.0,0.11666666666666667
41.5,1.75,4.0,5.0,1.0,1.25,0.10666666666666667
41.5,2.0,5.0,5.0,0.0,1.0,0.10333333333333333
41.5,2.25,7.0,7.0,0.0,1.0,0.09333333333333334
41.5,2.5,4.0,3.0,-1.0,0.75,0.07333333333333333
41.5,2.75,1.0,1.0,0.0,1.0,0.07
41.75,-9.0,0.0,2.0,2.0,,0.043333333333333335
41.75,-8.75,3.0,3.0,0.0,1.0,0.03666666666666667
41.75,-8.5,0.0,2.0,2.0,,0.03
41.75,-8.25,4.0,8.0,4.0,2.0,0.03
41.75,-8.0,2.0,9.0,7.0,4.5,0.03
41.75,-7.75,1.0,4.0,3.0,4.0,0.043333333333333335
41.75,-7.5,0.0,3.0,3.0,,0.06
41.75,-7.25,0.0,2.0,2.0,,0.06
41.75,-7.0,0.0,2.0,2.0,,0.06
41.75,-6.75,0.0,5.0,5.0,,0.06
41.75,-6.0,1.0,0.0,-1.0,0.0,0.056666666666666664
41.75,-4.75,1.0,1.0,0.0,1.0,0.08
41.75,-4.5,1.0,1.0,0.0,1.0,0.09333333333333334
41.75,-4.25,0.0,4.0,4.0,,0.08666666666666667
41.75,-4.0,0.0,1.0,1.0,,0.09
41.75,-3.0,2.0,2.0,0.0,1.0,0.11333333333333333
41.75,-2.75,4.0,1.0,-3.0,0.25,0.12333333333333334
41.75,-2.5,3.0,1.0,-2.0,0.3333333333333333,0.12
41.75,-2.25,3.0,1.0,-2.0,0.3333333333333333,0.11666666666666667
41.75,-2.0,4.0,0.0,-4.0,0.0,0.11333333333333333
41.75,-1.75,10.0,9.0,-1.0,0.9,0.10666666666666667
41.75,-1.5,2.0,3.0,1.0,1.5,0.09666666666666666
41.75,-1.0,5.0,1.0,-4.0,0.2,0.09666666666666666
41.75,-0.75,0.0,1.0,1.0,,0.10333333333333333
41.75,-0.5,0.0,1.0,1.0,,0.10666666666666667
41.75,0.5,1.0,0.0,-1.0,0.0,0.12
41.75,0.75,2.0,0.0,-2.0,0.0,0.11
41.75,1.0,0.0,3.0,3.0,,0.11
41.75,1.25,0.0,1.0,1.0,,0.11
41.75,1.5,0.0,1.0,1.0,,0.10333333333333333
41.75,1.75,1.0,4.0,3.0,4.0,0.10333333333333333
41.75,2.0,3.0,6.0,3.0,2.0,0.09666666666666666
41.75,2.25,4.0,8.0,4.0,2.0,0.1
41.75,2.5,6.0,7.0,1.0,1.1666666666666667,0.08666666666666667
41.75,2.75,6.0,5.0,-1.0,0.8333333333333334,0.09
41.75,3.0,3.0,3.0,0.0,1.0,0.08333333333333333
41.75,3.25,0.0,1.0,1.0,,0.07
42.0,-9.0,0.0,2.0,2.0,,0.06666666666666667
42.0,-8.75,3.0,7.0,4.0,2.3333333333333335,0.04
42.0,-8.5,0.0,4.0,4.0,,0.03333333333333333
42.0,-8.25,1.0,5.0,4.0,5.0,0.03
42.0,-8.0,0.0,4.0,4.0,,0.03333333333333333
42.0,-7.75,0.0,1.0,1.0,,0.043333333333333335
42.0,-7.5,0.0,2.0,2.0,,0.05
42.0,-7.25,1.0,3.0,2.0,3.0,0.05333333333333334
42.0,-7.0,3.0,4.0,1.0,1.3333333333333333,0.05333333333333334
42.0,-6.75,0.0,5.0,5.0,,0.05
42.0,-6.5,1.0,1.0,0.0,1.0,0.06
42.0,-6.0,1.0,2.0,1.0,2.0,0.06666666666666667
42.0,-5.75,4.0,0.0,-4.0,0.0,0.06666666666666667
42.0,-5.0,1.0,0.0,-1.0,0.0,0.07666666666666666
42.0,-4.5,0.0,4.0,4.0,,0.09333333333333334
42.0,-4.25,0.0,2.0,2.0,,0.08333333333333333
42.0,-4.0,1.0,1.0,0.0,1.0,0.09333333333333334
42.0,-3.75,1.0,0.0,-1.0,0.0,0.09666666666666666
42.0,-3.5,0.0,1.0,1.0,,0.1
42.0,-3.25,0.0,1.0,1.0,,0.1
42.0,-3.0,3.0,4.0,1.0,1.3333333333333333,0.09666666666666666
42.0,-2.75,3.0,5.0,2.0,1.6666666666666667,0.09666666666666666
42.0,-2.5,4.0,2.0,-2.0,0.5,0.10333333333333333
42.0,-1.75,1.0,1.0,0.0,1.0,0.1
42.0,-1.0,0.0,1.0,1.0,,0.10333333333333333
42.0,-0.5,1.0,0.0,-1.0,0.0,0.11666666666666667
42.0,-0.25,0.0,1.0,1.0,,0.12666666666666668
42.0,-0.0,0.0,1.0,1.0,,0.14333333333333334
42.0,0.25,1.0,1.0,0.0,1.0,0.15
42.0,0.5,1.0,1.0,0.0,1.0,0.14333333333333334
42.0,0.75,0.0,5.0,5.0,,0.13333333333333333
42.0,1.0,2.0,5.0,3.0,2.5,0.12666666666666668
42.0,1.25,0.0,2.0,2.0,,0.10666666666666667
42.0,1.5,0.0,3.0,3.0,,0.1
42.0,1.75,0.0,6.0,6.0,,0.11
42.0,2.0,1.0,8.0,7.0,8.0,0.10666666666666667
42.0,2.25,3.0,8.0,5.0,2.6666666666666665,0.10333333333333333
42.0,2.5,0.0,5.0,5.0,,0.09333333333333334
42.0,2.75,1.0,11.0,10.0,11.0,0.07666666666666666
42.0,3.0,2.0,3.0,1.0,1.5,0.07333333333333333
42.0,3.25,2.0,3.0,1.0,1.5,0.07
42.25,-9.0,0.0,2.0,2.0,,0.04666666666666667
42.25,-8.75,5.0,5.0,0.0,1.0,0.05333333333333334
42.25,-8.5,5.0,4.0,-1.0,0.8,0.04
42.25,-8.25,2.0,1.0,-1.0,0.5,0.03666666666666667
42.25,-8.0,0.0,1.0,1.0,,0.04
42.25,-7.75,1.0,3.0,2.0,3.0,0.05
42.25,-7.5,0.0,4.0,4.0,,0.04666666666666667
42.25,-7.25,1.0,2.0,1.0,2.0,0.05
42.25,-7.0,0.0,1.0,1.0,,0.05
42.25,-6.75,0.0,3.0,3.0,,0.06333333333333334
42.25,-6.0,0.0,1.0,1.0,,0.08
42.25,-5.5,0.0,2.0,2.0,,0.07333333333333333
42.25,-5.25,0.0,1.0,1.0,,0.08
42.25,-4.25,1.0,2.0,1.0,2.0,0.09666666666666666
42.25,-4.0,1.0,7.0,6.0,7.0,0.1
42.25,-3.75,3.0,6.0,3.0,2.0,0.08666666666666667
42.25,-3.5,4.0,3.0,-1.0,0.75,0.08333333333333333
42.25,-3.25,0.0,3.0,3.0,,0.07666666666666666
42.25,-3.0,3.0,5.0,2.0,1.6666666666666667,0.07666666666666666
42.25,-2.75,6.0,4.0,-2.0,0.6666666666666666,0.08
42.25,-2.5,3.0,2.0,-1.0,0.6666666666666666,0.10666666666666667
42.25,-2.25,0.0,2.0,2.0,,0.10666666666666667
42.25,-2.0,1.0,1.0,0.0,1.0,0.10333333333333333
42.25,-1.75,0.0,1.0,1.0,,0.11
42.25,-1.5,0.0,1.0,1.0,,0.11
42.25,-1.0,2.0,0.0,-2.0,0.0,0.12
42.25,-0.75,4.0,2.0,-2.0,0.5,0.12333333333333334
42.25,-0.5,4.0,2.0,-2.0,0.5,0.12333333333333334
42.25,-0.25,4.0,3.0,-1.0,0.75,0.13333333333333333
42.25,-0.0,0.0,1.0,1.0,,0.12666666666666668
42.25,0.25,1.0,3.0,2.0,3.0,0.12666666666666668
42.25,0.5,0.0,2.0,2.0,,0.12333333333333334
42.25,0.75,0.0,3.0,3.0,,0.12333333333333334
42.25,1.0,1.0,4.0,3.0,4.0,0.13333333333333333
42.25,1.25,2.0,4.0,2.0,2.0,0.12
42.25,1.5,1.0,4.0,3.0,4.0,0.11
42.25,1.75,6.0,12.0,6.0,2.0,0.11333333333333333
42.25,2.0,17.0,20.0,3.0,1.1764705882352942,0.09666666666666666
42.25,2.25,16.0,15.0,-1.0,0.9375,0.08666666666666667
42.25,2.5,7.0,8.0,1.0,1.1428571428571428,0.08666666666666667
42.25,2.75,3.0,8.0,5.0,2.6666666666666665,0.06333333333333334
42.25,3.0,1.0,4.0,3.0,4.0,0.06
42.25,3.25,1.0,1.0,0.0,1.0,0.07333333333333333
42.5,-9.0,1.0,2.0,1.0,2.0,0.04666666666666667
42.5,-8.75,5.0,5.0,0.0,1.0,0.043333333333333335
42.5,-8.5,2.0,3.0,1.0,1.5,0.043333333333333335
42.5,-8.25,0.0,7.0,7.0,,0.043333333333333335
42.5,-8.0,6.0,0.0,-6.0,0.0,0.043333333333333335
42.5,-7.75,0.0,2.0,2.0,,0.05
42.5,-7.5,0.0,2.0,2.0,,0.05
42.5,-7.25,0.0,2.0,2.0,,0.04666666666666667
42.5,-7.0,0.0,6.0,6.0,,0.04666666666666667
42.5,-6.75,1.0,4.0,3.0,4.0,0.05333333333333334
42.5,-6.5,3.0,4.0,1.0,1.3333333333333333,0.06666666666666667
42.5,-6.25,1.0,1.0,0.0,1.0,0.08333333333333333
42.5,-6.0,0.0,2.0,2.0,,0.08333333333333333
42.5,-5.75,1.0,2.0,1.0,2.0,0.08333333333333333
42.5,-5.5,0.0,2.0,2.0,,0.08333333333333333
42.5,-5.25,1.0,1.0,0.0,1.0,0.09
42.5,-4.75,1.0,1.0,0.0,1.0,0.08666666666666667
42.5,-4.5,0.0,9.0,9.0,,0.09
42.5,-4.25,0.0,3.0,3.0,,0.09333333333333334
42.5,-4.0,1.0,1.0,0.0,1.0,0.08333333333333333
42.5,-3.75,7.0,2.0,-5.0,0.2857142857142857,0.08333333333333333
42.5,-3.5,0.0,2.0,2.0,,0.08666666666666667
42.5,-3.25,1.0,3.0,2.0,3.0,0.08666666666666667
42.5,-3.0,1.0,2.0,1.0,2.0,0.08333333333333333
42.5,-2.75,2.0,3.0,1.0,1.5,0.08333333333333333
42.5,-2.5,0.0,3.0,3.0,,0.09333333333333334
42.5,-2.25,0.0,1.0,1.0,,0.09
42.5,-2.0,0.0,1.0,1.0,,0.09
42.5,-1.75,0.0,1.0,1.0,,0.08
42.5,-1.5,0.0,1.0,1.0,,0.09
42.5,-1.25,0.0,2.0,2.0,,0.09666666666666666
42.5,-1.0,6.0,0.0,-6.0,0.0,0.11333333333333333
42.5,-0.75,7.0,2.0,-5.0,0.2857142857142857,0.11333333333333333
42.5,-0.5,11.0,3.0,-8.0,0.2727272727272727,0.1
42.5,-0.25,2.0,4.0,2.0,2.0,0.10666666666666667
42.5,-0.0,8.0,6.0,-2.0,0.75,0.11
42.5,0.25,7.0,8.0,1.0,1.1428571428571428,0.11333333333333333
42.5,0.5,17.0,10.0,-7.0,0.5882352941176471,0.10666666666666667
42.5,0.75,20.0,11.0,-9.0,0.55,0.09
42.5,1.0,13.0,16.0,3.0,1.2307692307692308,0.09
42.5,1.25,11.0,6.0,-5.0,0.5454545454545454,0.07666666666666666
42.5,1.5,0.0,2.0,2.0,,0.06333333333333334
42.5,1.75,16.0,7.0,-9.0,0.4375,0.06333333333333334
42.5,2.0,0.0,3.0,3.0,,0.07666666666666666
42.5,2.25,17.0,17.0,0.0,1.0,0.07
42.5,2.5,0.0,1.0,1.0,,0.07
42.5,2.75,0.0,4.0,4.0,,0.06
42.5,3.0,1.0,3.0,2.0,3.0,0.06333333333333334
42.5,3.25,3.0,0.0,-3.0,0.0,0.07333333333333333
42.75,-9.25,2.0,0.0,-2.0,0.0,0.04
42.75,-9.0,6.0,2.0,-4.0,0.3333333333333333,0.05
42.75,-8.75,0.0,4.0,4.0,,0.05
42.75,-8.5,3.0,4.0,1.0,1.3333333333333333,0.04
42.75,-8.25,0.0,3.0,3.0,,0.04
42.75,-8.0,0.0,3.0,3.0,,0.03666666666666667
42.75,-7.75,0.0,2.0,2.0,,0.04
42.75,-7.5,0.0,1.0,1.0,,0.043333333333333335
42.75,-7.25,0.0,7.0,7.0,,0.03666666666666667
42.75,-7.0,2.0,7.0,5.0,3.5,0.043333333333333335
42.75,-6.75,13.0,6.0,-7.0,0.46153846153846156,0.04666666666666667
42.75,-6.5,0.0,6.0,6.0,,0.05
42.75,-6.25,2.0,3.0,1.0,1.5,0.06
42.75,-6.0,0.0,2.0,2.0,,0.07333333333333333
42.75,-5.75,0.0,5.0,5.0,,0.08666666666666667
42.75,-5.5,4.0,3.0,-1.0,0.75,0.08333333333333333
42.75,-5.25,0.0,5.0,5.0,,0.08666666666666667
42.75,-5.0,0.0,2.0,2.0,,0.07
42.75,-4.75,0.0,4.0,4.0,,0.06333333333333334
42.75,-4.5,1.0,3.0,2.0,3.0,0.07
42.75,-4.25,2.0,6.0,4.0,3.0,0.07666666666666666
42.75,-4.0,0.0,4.0,4.0,,0.09
42.75,-3.75,6.0,4.0,-2.0,0.6666666666666666,0.09
42.75,-3.5,0.0,4.0,4.0,,0.08
42.75,-3.25,0.0,4.0,4.0,,0.07333333333333333
42.75,-3.0,0.0,7.0,7.0,,0.06333333333333334
42.75,-2.75,2.0,11.0,9.0,5.5,0.06
42.75,-2.5,0.0,7.0,7.0,,0.05
42.75,-2.25,0.0,3.0,3.0,,0.04666666666666667
42.75,-2.0,0.0,3.0,3.0,,0.05
42.75,-1.75,2.0,7.0,5.0,3.5,0.05
42.75,-1.5,4.0,7.0,3.0,1.75,0.06
42.75,-1.25,4.0,3.0,-1.0,0.75,0.06666666666666667
42.75,-1.0,8.0,5.0,-3.0,0.625,0.09333333333333334
42.75,-0.75,14.0,11.0,-3.0,0.7857142857142857,0.09
42.75,-0.5,21.0,11.0,-10.0,0.5238095238095238,0.08333333333333333
42.75,-0.25,25.0,15.0,-10.0,0.6,0.08
42.75,-0.0,14.0,15.0,1.0,1.0714285714285714,0.08333333333333333
42.75,0.25,15.0,10.0,-5.0,0.6666666666666666,0.08666666666666667
42.75,0.5,3.0,11.0,8.0,3.6666666666666665,0.08333333333333333
42.75,0.75,17.0,10.0,-7.0,0.5882352941176471,0.09333333333333334
42.75,1.0,15.0,10.0,-5.0,0.6666666666666666,0.09
42.75,1.25,0.0,3.0,3.0,,0.08666666666666667
42.75,1.5,0.0,1.0,1.0,,0.08666666666666667
43.0,-9.25,2.0,1.0,-1.0,0.5,0.03333333333333333
43.0,-9.0,0.0,1.0,1.0,,0.05
43.0,-8.75,0.0,1.0,1.0,,0.05333333333333334
43.0,-8.5,0.0,2.0,2.0,,0.05
43.0,-8.25,0.0,3.0,3.0,,0.043333333333333335
43.0,-8.0,0.0,1.0,1.0,,0.03666666666666667
43.0,-7.75,0.0,4.0,4.0,,0.04
43.0,-7.5,0.0,2.0,2.0,,0.04
43.0,-7.25,0.0,1.0,1.0,,0.043333333333333335
43.0,-7.0,0.0,5.0,5.0,,0.04
43.0,-6.75,0.0,6.0,6.0,,0.043333333333333335
43.0,-6.5,1.0,15.0,14.0,15.0,0.043333333333333335
43.0,-6.25,7.0,21.0,14.0,3.0,0.05
43.0,-6.0,6.0,25.0,19.0,4.166666666666667,0.05333333333333334
43.0,-5.75,14.0,15.0,1.0,1.0714285714285714,0.05333333333333334
43.0,-5.5,0.0,13.0,13.0,,0.06666666666666667
43.0,-5.25,16.0,19.0,3.0,1.1875,0.06666666666666667
43.0,-5.0,18.0,7.0,-11.0,0.3888888888888889,0.06666666666666667
43.0,-4.75,19.0,14.0,-5.0,0.7368421052631579,0.06333333333333334
43.0,-4.5,12.0,19.0,7.0,1.5833333333333333,0.056666666666666664
43.0,-4.25,11.0,12.0,1.0,1.0909090909090908,0.05333333333333334
43.0,-4.0,12.0,9.0,-3.0,0.75,0.06
43.0,-3.75,0.0,2.0,2.0,,0.05333333333333334
43.0,-3.5,7.0,5.0,-2.0,0.7142857142857143,0.05333333333333334
43.0,-3.25,0.0,2.0,2.0,,0.043333333333333335
43.0,-3.0,0.0,6.0,6.0,,0.043333333333333335
43.0,-2.75,8.0,5.0,-3.0,0.625,0.05
43.0,-2.5,3.0,4.0,1.0,1.3333333333333333,0.04
43.0,-2.25,0.0,5.0,5.0,,0.03333333333333333
43.0,-2.0,0.0,8.0,8.0,,0.03
43.0,-1.75,0.0,5.0,5.0,,0.03666666666666667
43.0,-1.5,0.0,7.0,7.0,,0.043333333333333335
43.0,-1.25,7.0,3.0,-4.0,0.42857142857142855,0.06333333333333334
43.0,-1.0,5.0,6.0,1.0,1.2,0.07
43.0,-0.75,23.0,6.0,-17.0,0.2608695652173913,0.08
43.25,-9.0,4.0,2.0,-2.0,0.5,0.043333333333333335
43.25,-8.75,0.0,2.0,2.0,,0.056666666666666664
43.25,-8.5,5.0,3.0,-2.0,0.6,0.07666666666666666
43.25,-8.25,2.0,4.0,2.0,2.0,0.056666666666666664
43.25,-8.0,6.0,3.0,-3.0,0.5,0.043333333333333335
43.25,-7.75,2.0,5.0,3.0,2.5,0.04
43.25,-7.5,0.0,4.0,4.0,,0.04666666666666667
43.25,-7.25,0.0,3.0,3.0,,0.04666666666666667
43.25,-7.0,0.0,7.0,7.0,,0.05
43.25,-6.75,1.0,1.0,0.0,1.0,0.05
43.25,-6.5,2.0,4.0,2.0,2.0,0.05333333333333334
43.25,-6.25,0.0,10.0,10.0,,0.05333333333333334
43.25,-6.0,2.0,13.0,11.0,6.5,0.056666666666666664
43.25,-5.75,7.0,9.0,2.0,1.2857142857142858,0.05333333333333334
43.25,-5.5,3.0,6.0,3.0,2.0,0.05333333333333334
43.25,-5.25,0.0,6.0,6.0,,0.05
43.25,-5.0,15.0,13.0,-2.0,0.8666666666666667,0.04666666666666667
43.25,-4.75,10.0,15.0,5.0,1.5,0.05
43.25,-4.5,5.0,4.0,-1.0,0.8,0.05333333333333334
43.25,-4.25,1.0,7.0,6.0,7.0,0.04666666666666667
43.25,-4.0,4.0,6.0,2.0,1.5,0.03
43.25,-3.75,1.0,4.0,3.0,4.0,0.02666666666666667
43.25,-3.5,1.0,3.0,2.0,3.0,0.02666666666666667
43.25,-3.25,0.0,2.0,2.0,,0.056666666666666664
43.25,-3.0,9.0,9.0,0.0,1.0,0.05333333333333334
43.25,-2.75,1.0,4.0,3.0,4.0,0.05333333333333334
43.25,-2.5,3.0,5.0,2.0,1.6666666666666667,0.06333333333333334
43.25,-2.25,1.0,3.0,2.0,3.0,0.06
43.25,-2.0,1.0,4.0,3.0,4.0,0.04666666666666667
43.25,-1.75,0.0,7.0,7.0,,0.04
43.25,-1.5,0.0,3.0,3.0,,0.043333333333333335
43.5,-8.5,0.0,3.0,3.0,,0.056666666666666664
43.5,-8.25,0.0,5.0,5.0,,0.06666666666666667
43.5,-8.0,0.0,3.0,3.0,,0.07
43.5,-7.75,0.0,2.0,2.0,,0.06666666666666667
43.5,-7.25,0.0,4.0,4.0,,0.08666666666666667
43.5,-7.0,3.0,9.0,6.0,3.0,0.09
43.5,-6.75,1.0,4.0,3.0,4.0,0.08333333333333333
43.5,-6.5,3.0,3.0,0.0,1.0,0.08
43.5,-6.25,1.0,10.0,9.0,10.0,0.07
43.5,-6.0,5.0,11.0,6.0,2.2,0.06666666666666667
43.5,-5.75,5.0,9.0,4.0,1.8,0.06333333333333334
43.5,-5.5,1.0,10.0,9.0,10.0,0.056666666666666664
43.5,-5.25,2.0,6.0,4.0,3.0,0.06333333333333334
43.5,-5.0,0.0,6.0,6.0,,0.07666666666666666
43.5,-4.75,0.0,4.0,4.0,,0.08666666666666667
43.5,-4.5,1.0,2.0,1.0,2.0,0.06666666666666667
43.5,-4.25,0.0,4.0,4.0,,0.07666666666666666
43.5,-4.0,6.0,5.0,-1.0,0.8333333333333334,0.06666666666666667
43.5,-3.75,3.0,5.0,2.0,1.6666666666666667,0.06333333333333334
