species,cell_id,n_obs_baseline,present_baseline,n_obs_recent,present_recent,outcome,extinction,colonization,persistence,temp_baseline,temp_recent,temp_delta,temp_baseline_max,cpi_baseline,cpi_recent,cpi_delta
Bombus magnus,-8_50,2.0,1,1.0,1,1,0,0,1,12.712940216064453,13.733785629272461,1.0208454132080078,18.785308837890625,0.8811328411645077,1.0106886171848875,0.1295557760203797
Bombus magnus,-9_49,2.0,1,0.0,0,-1,1,0,0,13.537678718566895,14.322678565979004,0.7849998474121094,19.696929931640625,0.9858006344690929,1.085425183976309,0.099624549507216
Bombus magnus,0_49,2.0,1,4.0,1,1,0,0,1,5.769981384277344,7.590302467346191,1.8203210830688477,17.961334228515625,0.0,0.23101745619068495,0.23101745619068495
Bombus magnus,1_48,0.0,0,1.0,1,2,0,1,0,13.27826976776123,14.799768447875977,1.521498680114746,24.088287353515625,0.9528789721944422,1.1459727939091355,0.19309382171469336
Bombus magnus,1_49,0.0,0,1.0,1,2,0,1,0,7.52157735824585,9.265178680419922,1.7436013221740723,19.783599853515625,0.22229553343295805,0.4435764633776311,0.22128092994467308
Bombus magnus,2_49,1.0,1,0.0,0,-1,1,0,0,10.52103328704834,11.872958183288574,1.3519248962402344,21.988677978515625,0.6029573216598056,0.7745304871827489,0.17157316552294322
Bombus mendax,-1_49,25.0,1,0.0,0,-1,1,0,0,6.027148723602295,7.814065456390381,1.786916732788086,18.328521728515625,0.1468188687042364,1.1669837693688319,1.0201649006645954
Bombus mendax,-6_49,0.0,0,3.0,1,2,0,1,0,7.914957046508789,9.289892196655273,1.3749351501464844,16.925933837890625,1.2245835764121324,2.0095449319873913,0.7849613555752588
Bombus mendax,0_49,6.0,1,0.0,0,-1,1,0,0,5.769981384277344,7.590302467346191,1.8203210830688477,17.961334228515625,0.0,1.0392357085319366,1.0392357085319366
Bombus mendax,1_49,1.0,1,0.0,0,-1,1,0,0,7.52157735824585,9.265178680419922,1.7436013221740723,19.783599853515625,1.0,1.9954357900376303,0.9954357900376303
Bombus mesomelas,-1_49,53.0,1,19.0,1,1,0,0,1,6.027148723602295,7.814065456390381,1.786916732788086,18.328521728515625,0.05412850555788736,0.4302382112308326,0.37610970567294527
Bombus mesomelas,-4_49,1.0,1,0.0,0,-1,1,0,0,9.322877883911133,10.782659530639648,1.4597816467285156,18.678131103515625,0.7478126049436764,1.0550670144097392,0.30725440946606275
Bombus mesomelas,-4_50,0.0,0,5.0,1,2,0,1,0,11.204657554626465,12.420002937316895,1.2153453826904297,19.348052978515625,1.143889033748381,1.3996945706194037,0.2558055368710228
